Text-ID	Sentence-ID	Text
EL_064	17	As far as the global economy is concerned, Roubini says that we are in a worse situation than in the 1970s.
EL_064	18	"""Back then we did not have the same public and private debt."
EL_064	19	If central banks raise interest rates now to fight inflation, we will see the bankruptcy of many companies, shadow banks and government institutions.
EL_064	20	Today there are more geopolitical shocks, which affects the oil crisis.
EL_064	21	Just imagine the impact of a Chinese attack on Taiwan, which produces 50% of the world's semiconductors and 80% of high-tech semiconductors.
EL_064	22	That would be a real world shock.
EL_064	23	"Today we rely more on semiconductors than on oil."""
EL_064	24	Central banks, he believes, do not have much choice.
EL_064	25	"They can continue to raise interest rates to fight inflation or they can ""disappear"" and cut rates fearing a recession, he says."
EL_064	26	"Finally, on the future of the Republic, Roubini says he is very worried - and makes a reference to Greece ""In times of crisis there is always someone who plays Saviour and blames everything on foreigners."
EL_064	27	That's exactly what Putin did with Ukraine.
EL_064	28	Erdogan could do the same with
EL_064	29	next year and try to create a crisis because otherwise he may lose the elections.
EL_064	30	If Donald Trump runs again and loses the election, he could openly invite his white supporters to storm the Capitol.
EL_064	31	We could see escalating violence in the US as well and a real civil war.
EL_073	1	"WHO: Calls for ""immediate action"" against adulterated medicines"
EL_073	2	Following the deaths of more than 300 children due to adulterated cough syrups, the World Health Organization today called for immediate and coordinated action to eliminate non-compliant and counterfeit medicines.
EL_073	3	During the last four months, at least seven countries have reported cases of cough syrups for children sold freely without a prescription, the WHO said.
EL_073	4	More than 300 deaths were linked to taking these drugs in three countries including The Gambia, Indonesia and Uzbekistan, the WHO said, adding that most of the deaths involved children under five years old.
EL_073	5	Reported cases include confirmed or suspected contamination from antitussive syrups manufactured in India with high levels of ethylene glycol and diethylene glycol.
EL_073	6	"These harmful substances are toxic chemicals used as industrial solvents and antifreezes and can be lethal even if taken in small quantities,"" the WHO warned, adding that these products should never be found in medicines."
EL_073	7	The WHO issued a first warning on child deaths observed in The Gambia in October, followed by another warning a month later focusing on Indonesia and another earlier this month for Uzbekistan.
EL_073	8	The WHO issued warnings against the use of syrups manufactured by Indian companies Marion Biotech and Maiden Pharmaceuticals and called on countries to redouble efforts to identify and withdraw from circulation any contaminated medicine, strengthen surveillance in supply chains and issue a warning if non-compliant products are detected.
EL_073	9	"For the WHO, these are not isolated incidents"" and calls for immediate and coordinated action."
EL_073	10	Regulatory authorities and governments should identify and withdraw any medical product that does not meet the standards identified by the WHO warnings, and ensure that the products come from approved suppliers and that their sale is authorised by the competent authorities.
EL_073	11	Those who manufacture medicines should buy only pharmaceutical-grade excipients and only from trusted suppliers, the WHO insisted.
EL_073	12	They must keep complete records of their purchases and carry out thorough testing of ingredients before using them and issue certificates for the quality of a product.
EL_073	13	Finally, according to the WHO, suppliers and distributors of medical products should always look for signs of falsification and only sell medicines approved by the competent authorities.
EL_088	1	Coca-Cola Triple Epsilon is recruiting 165 new employees across Greece
EL_088	2	Coca-Cola Triple Epsilon is strengthening its largest sales force in the market by recruiting 165 people across Greece, including both seasonal and permanent positions, according to a statement.
EL_088	3	With a product portfolio that is unmatched in the market and an approach in which the consumer and the customer are at the centre, the company is by their side at every moment of their day, covering their preferences 24 hours a day, 7 days a week.
EL_088	4	More specifically, the company is looking for Market Developers, who will strengthen its sales team of more than 500 people and develop throughout Greece top products in some of the most attractive and growing food and beverage categories, such as soft drinks, juices, alcoholic beverages, coffee and chips.
EL_088	5	"""We are a company whose heart beats in the market."
EL_088	6	To fully understand our operation it is necessary to have experience in sales management.
EL_088	7	When we select the people who staff our sales department, we keep in mind that we are looking for talent for the future, not just to fill a specific need.
EL_088	8	That's why we make sure that every employee who is hired receives the necessary training and has all the opportunities and tools he or she needs to develop.
EL_088	9	"Many people who started in sales and seasonal positions have grown into important positions in the organisation,"" said Sophia Kanda , HR Director of Coca-Cola Triple Epsilon."
EL_088	10	In 2018, more than 36% of the people hired in the company in seasonal positions remained in organic positions.
EL_088	11	The selected individuals will have the opportunity to be trained in modern sales techniques, work with established sales executives in the market and manage a portfolio of favourite products, associated with moments of joy and fun.
EL_088	12	Coca-Cola Triple Epsilon is the largest Greek non-alcoholic beverage company, the 7th largest industrial company in the country and one of the 30 fastest growing companies in Greece, with 50 years of activity in the country.
EL_088	13	Our company employs 1,500 employees, with talent and skills, who want to become better every day and at the same time, to make a positive difference in society with their activities.
EL_088	14	Our people have ranked it among the top ten employers in the country (Best Workplaces 2018).
EL_088	15	At the same time, we are also the employer of choice for the new generation (GEN Y survey, kariera.gr), making us the only company in the food and beverage sector that is simultaneously in the top ten of the two most important surveys on the working environment in our country.
EL_088	16	Our employees cover a wide range of skills: production operators, quality managers, electronics, engineers, mechanics, chemists, chemical engineers, biologists, food technologists, employees in the financial, marketing and sales departments.
EL_088	17	Our products are associated with moments of joy and fun and we ourselves work with a smile and want to see smiles around us.
EL_088	18	We look for people with potential and help them develop their talents and discover where they can go in a modern work environment.
EL_088	19	As a leading employer, we offer a competitive compensation and benefits package and a meritocratic environment where our people feel confident, secure and that their efforts are rewarded.
EL_094	1	How much oil and gas are hidden in the Ionian and Crete fields
EL_094	2	Crete and the Ionian Sea hold surprises when it comes to hydrocarbons (!).
EL_094	3	"This follows from the statement of the President and CEO of the Hellenic Hydrocarbon Management Company (Hellenic Hydrocarbon Management Company) Yannis Basias, during an event held by the Technical Chamber of Greece (TEEE) on ""Hydrocarbons in the Eastern Mediterranean""."
EL_094	4	As the head of EDEY said during the event, which was supported by the Institute of Energy of Southeast Europe (IENE), there are areas such as west, southwest and south of Crete but also in the Southern Ionian Sea where the possibility of having large deposits, especially of natural gas, is great and that is why large companies have appeared.
EL_094	5	Yannis Basias made it clear, however, that at the moment in Greece there is research work and not mining work, except for Prinos, where 1% of the country's needs are produced daily. 500 million barrels.
EL_094	6	"""This means that if we really want to say that we will enter the period and in the region of the countries that have production, we have to discover deposits that in the period of exploitability are 500 million barrels or 3 trillion cubic feet and nothing less,"" he said."
EL_094	7	According to the speakers, the importance of oil and natural gas in Greece is indispensable, especially if one takes into account the almost absolute dependence of our country on imports and the consequent exorbitant costs they entail - in the last decade, they account for an average of 5.5% of GDP (!).
EL_094	8	"According to Yannis Basias, the research must continue and, as he said, ""after five years we will be talking about significant drilling and probably exploitable production, mining""."
EL_094	9	It is noted that the number of concessions made to date is 13.
EL_094	10	According to the President and CEO of EDYY, the reasons why there is so much interest are the many natural gas discoveries in the region, the new geological model since 2015 in the Mediterranean (deposits in carbonate rocks), the progressive improvement of drilling in deep and shallow waters (over 3,000 meters) and the development of technology.
EL_094	11	Sovereign rights.
EL_094	12	"""Securing sovereign rights now goes through the exploration of hydrocarbons"", argued among others the Executive Director of IENE, Kostis Stambolis."
EL_094	13	"""Not only in Greece, in many countries."
EL_094	14	"Yes, sovereign rights are not limited to hydrocarbons, but they are a key component."""
EL_094	15	Developmental impetus.
EL_094	16	The President of the Technical Chamber of Greece, George Stasinos, highlighted the developmental impetus of energy.
EL_094	17	"""Energy, in all its forms, can give a great boost to the country's growth and many jobs,"" he stressed."
EL_094	18	"Regarding the five new plots, one is adjacent to ""plot 2"" of Total - ELPE - Edison, the second is adjacent to ""plot 10"" of the Cyparissia Gulf, the third is south of the Messinian Gulf and reaches as far as Chania, while the two in Crete are located south of the island, below Gavdos and Lasithi."
EL_094	19	"In a recent interview with the Director of Health, Safety and Environment at HELLENIC PETROLEUM Research and Production of Hydrocarbons SA, George Mykoniatis, who was asked about the expected economic and social benefits from the exploitation of hydrocarbons in Greece, he stressed that the recoverable reserves of Patraikos alone ""will yield 200 million euros. 200 million per year to the state through taxation from the lease contracts and 20 million per year to the local government from the so-called regional tax"", i.e. in the 25-year horizon 5 billion for the state, which through the National Solidarity Fund for Generations will be allocated for the welfare state and the country's social security system, according to the Norwegian model."
EL_094	20	"Similarly, for local communities, he explains that ""a 120-140 million barrel reserve over a 25-year horizon means 300 direct jobs and 900 indirect jobs""."
EL_096	1	"Alexis Tsipras's ""dots"" for the 151 - Who will say ""yes"" 13 January 2019, 14:06 The Mansion House has already counted the dots, the votes so that, barring the unexpected, on Wednesday evening he will have the confidence of the House in order to continue in the Prime Minister's chair."
EL_096	2	By Alexandros Diamantis.
EL_096	3	By Alexandros Diamantis.
EL_096	4	The Mansion has already counted the dots, the votes, so that, barring the unlikely event, on Wednesday evening he will have the confidence of the House of Representatives in order to continue in the Prime Minister's chair.
EL_096	5	Panos Kammenos at the press conference basically admitted that he and two other MPs, K.
EL_096	6	Katsiki and Maria Colla Tsarouxa.
EL_096	7	Which means that Thanasis Papachristopoulos, Vassilis Kokkalis, Elena Kountoura and Costas Zouraris will probably give their positive vote.
EL_096	8	Costas Zouraris (in a recent long statement he announced it) and Th.
EL_096	9	Papachristopoulos, who appears to agree with the Prespa agreement.
EL_096	10	In short, Alexis Tsipras needs six more MPs in order not to lose the government.
EL_096	11	"Assuming that Mr Zouraris and Mr Papachristopoulos say ""yes"", four more MEPs are needed."
EL_096	12	The two ladies, Katerina Papakosta and Elena Kountoura are expected to support the government majority.
EL_096	13	The Deputy Minister of Citizen Protection may not have clarified her position, but if the stability of the government depends on their vote, then it is almost certain that she will not bring down the government, which would mean the loss of her chair.
EL_096	14	The Minister of Tourism, who together with V.
EL_096	15	Kokkali is in distant China, far away from political developments.
EL_096	16	Under these circumstances, Yannis Saridis and Spyros Danellis remain to be counted.
EL_096	17	The MP of the Centrist Union recently stressed that if the government, after Mr.
EL_096	18	Tsipras with Mr.
EL_096	19	"Kammenos asks for a vote of confidence before the Prespes agreement comes to parliament, he will not get a vote of confidence from me and let's go to elections so that the people can decide what to do about this issue."""
EL_096	20	However, no one can be sure what he will do at the last minute and since the government is hanging by a thread.
EL_096	21	Finally, there remains the MP of Potami, Spyros Danellis.
EL_096	22	Stavros Theodorakis has already said that his party will not give a vote of confidence, but the attitude of his MP is another story.
EL_096	23	Many in the Maximos building are counting on his vote, something that will be confirmed or not next Wednesday night!
EL_108	1	The oil industry is also heading towards closure due to coronavirus
EL_108	2	The pandemic of the new coronavirus has also led the oil industry to a dramatic turning point, as demand remains low and tankers are waiting full with negative prices.
EL_108	3	As Bloomberg warns, the next chapter in the oil crisis is now inevitable: large parts of the oil industry are about to start shutting down.
EL_108	4	"At the same time, several countries are relaxing the measures as the economic impact is too heavy, even though the World Health Organization warns against so-called ""health passports""."
EL_108	5	Summary The global death toll exceeded 200,000.
EL_108	6	According to data from Johns Hopkins University yesterday, Saturday, the number of Covid-19 victims rose to 202,846 and the number of confirmed cases rose to 2,896,746.
EL_108	7	The US counts over 938,000 confirmed cases.
EL_108	8	Almost a third of the 53,751 deaths have been recorded in New York City.
EL_108	9	In Greece, the total number of victims increased to 132, while the latest official count of confirmed cases is 2,506.
EL_108	10	As Bloomberg warns, the next chapter in the oil crisis is now inevitable: large parts of the oil industry are about to start shutting down.
EL_108	11	French Prime Minister, Edouard Philippe, is expected to unveil his exit strategy from the lockdown this Tuesday.
EL_108	12	Mystery surrounding Kim Jong-un.
EL_108	13	Media outlets report that the North Korean leader's private train was seen at a resort amid rumours of his health.
EL_108	14	Donald Trump will stop daily bluffing after the outcry over bleach injections.
EL_108	15	After his personal adventure with the coronavirus, Boris Johnson is expected to return to duty tomorrow, Monday.
EL_108	16	Yesterday, Saturday, dozens of demonstrators were arrested in Berlin for violating restraint measures.
EL_108	17	The pandemic of the new coronavirus has also led the oil industry to a dramatic turning point, as demand remains low and tankers are waiting full with negative prices.
EL_108	18	As Bloomberg warns, the next chapter in the oil crisis is now inevitable: large parts of the oil industry are about to start shutting down.
EL_108	19	Now shipping prices have risen to high levels as the industry runs out of tankers, a sign of how badly the market has been hit.
EL_108	20	The spectre of production disruption - and its impact on jobs, companies, banks and local economies - was one of the reasons that prompted world leaders to join forces to reduce production in an orderly manner.
EL_108	21	But as the scale of the crisis overshadows their efforts, failing to stop prices below zero last week, the shutdowns are now a reality.
EL_108	22	It is the worst-case scenario for producers and refiners.
EL_112	1	Delivery schedule requested by the EU from AstraZeneca
EL_112	2	The reduction in deliveries of AstraZeneca's vaccine is as high as 75%, according to information from a technical briefing in Brussels.
EL_112	3	"A senior official even says that Europe is ""in the dark"" about what is going to happen in the next quarter."
EL_112	4	At the same time, the EU Health Commissioner Stella Kyriakidou, with newer statements expressed regret for the continued, as she said, opacity on the part of AstraZeneca and informed that she asked for a clear timetable from the company for the deliveries of vaccines in the first quarter.
EL_112	5	Constructive tone in our exchange with @AstraZeneca CEO Pascal Soriot, on our Vaccine Steering Board, on deliveries of their vaccine following approval.
EL_112	6	The EU remains united & firm Contractual obligations must be met, vaccines must be delivered to EU citizens - Stella Kyriakides (@SKyriakidesEU) January 27, 2021 Indicative of the problem of shortages that are beginning to appear in the EU, is the case of Madrid which put on ice all new doses of the vaccine for at least ten days, when it became known that vaccine supplies are running out in Catalonia.
EL_112	7	"""Tomorrow, the refrigerators will be empty,"" said Josep Maria Archimon, Spain's top health official."
EL_112	8	In addition, the Czech health ministry on Wednesday recommended that local health officials suspend COVID-19 vaccinations with the first dose for the next two weeks, according to the CTK news agency.
EL_112	9	The Czech Republic, like other European countries, has complained about cuts in vaccine supplies from Pfizer/BioNTech.
EL_112	10	Escalating confrontation.
EL_112	11	"The EU's confrontation with Astra Zeneca escalated on Wednesday afternoon when Health Commissioner Stella Kyriakidou responded to the CEO of the British-Swedish company, calling the claim that the pharmaceutical company is not legally obliged to deliver vaccines to the EU wrong.EU on the basis of a specific timetable and referred to ""inadequate explanations from the company"" which caused ""deep dissatisfaction in the Member States""."
EL_112	12	Kyriakidou also said that there are two factories in the United Kingdom from which the European Union has the right to supply AstraZeneca's vaccine.
EL_112	13	The Soriot interview lit a fire.
EL_112	14	"On Tuesday, AstraZeneca CEO Pascal Soriot claimed that the EU contract is based on ""best effort"" clauses, but his company is not committed to a specific timeline for deliveries."
EL_112	15	He also said the EU's late decision to sign agreements on vaccines left very limited time to sort out the ups and downs in production.
EL_112	16	Instead, he noted, the company's contract with the UK was signed three months earlier.
EL_112	17	Oxford is waiting for evidence about the British executive.
EL_112	18	At the same time, the University of Oxford said it expects scientific data on the effectiveness of its vaccine against the British mutant of coronavirus by next week.
EL_112	19	"""Since mid-December, the British strain has been on the rise and spreading very quickly."
EL_112	20	"We should therefore be able to put together an analysis on efficacy against it by next week,"" said Andrew Pollard, director of the Oxford Vaccine Science Group and lead investigator of the trials."
EL_112	21	WHO: British mutation in 70 countries.
EL_112	22	The number of countries and territories where the British variant of the new coronavirus has been identified stood at 70 as of 25 January, ten more than on 12 January, the World Health Organization announced today.
EL_112	23	In addition, a British study shows that people infected with the British strain are more likely to experience symptoms such as cough, sore throat and fatigue, but less likely to experience ague and anosmia.
EL_117	1	The stakes of cooperation and stability in the region
EL_117	2	The trilateral meeting of Athens, Greece, Egypt and Cyprus was not only a confirmation of the close cooperation between the three countries, located on both sides of the Mediterranean, but also a series of actions were launched.
EL_117	3	And these actions, not all of them, were included in the joint declaration that sealed the summit.
EL_117	4	It is clear that from the Electricity Interconnection, hydrocarbons, to the operation of the Permanent Secretariat for the trilateral mechanism, which will be based in Nicosia, what is emerging is that the three countries, as well as others in the wider region, are choosing to strengthen relations.
EL_117	5	And they confirm that much can be done in the direction of stability and peace.
EL_117	6	This is, after all, what is at stake for all countries, except for agitating and expansionist states, such as occupying Turkey.
EL_117	7	"It is made clear that the creation of a trilateral electricity interconnection between the networks of Egypt, Cyprus and Greece ""enhances economic cooperation and the security of energy supply, not only for the countries involved, but also for Europe, as it will create a channel for the transmission of significant quantities of electricity to and from the Eastern Mediterranean""."
EL_117	8	The declaration rightly points out that the electricity interconnection project, which links the countries' electricity grids, is an important component of the strategy to accelerate the development of the Eastern Mediterranean Energy Corridor, providing an alternative source of energy supply from the region to the European continent and vice versa.
EL_117	9	The meeting also reaffirmed the cooperation in the field of hydrocarbons, calling for enhanced cooperation through a series of agreements on the exploration and transportation of natural gas.
EL_117	10	What the Egyptian President said on this issue should also be noted.
EL_117	11	"""It is very important that we work together to create a pipeline from Aphrodite to the two liquefied natural gas terminals in Egypt and transport it through Greece to the Balkans and central Europe,"" he said, and this obviously points to an ambitious project."
EL_117	12	The establishment of the Eastern Mediterranean Gas Forum in the framework of regional cooperation and for the exploitation of hydrocarbon reserves, on the basis of international law that respects the sovereignty of all countries over their resources.
EL_117	13	The three countries sent a message to occupying Turkey for its provocations and systematic violation of the sovereign rights of Greece and Cyprus, while the Cyprus problem was also discussed.
EL_117	14	It is also important that Greece and Cyprus, two EU member states, are a bridge for building cooperative relations between the Union and Egypt.
EL_117	15	The common challenges and developments in the Mediterranean and the wider region call for a strategic partnership between Egypt and the EU.
EL_117	16	And this, because of the developments, is becoming necessary, necessary for all those involved.
EL_117	17	COOPERATION with Egypt, Israel, Lebanon, Lebanon, Palestine, can work through a common platform of a broader alliance, currently in separate formations, aimed at stability in the region.
EL_117	18	That's the big bet.
EL_122	1	Interceptions: Meeting of the Committee on Institutions and Transparency concluded
EL_122	2	The closed-door meeting of the Institutions and Transparency Committee, convened following the joint requests of the opposition parties for a hearing of the former Secretary General of the Prime Minister Gregory Dimitriadis and three businessmen, has been completed.
EL_122	3	The former Secretary General of the Prime Minister, Gregory Dimitriadis, appeared before the Commission and testified.
EL_122	4	Southwest: efforts to create political impressions are in vain.
EL_122	5	"After the end of the meeting of the Committee on Institutions and Transparency, New Democracy circles noted that ""The efforts to create political impressions on the part of the opposition on the case of the former General Secretary of the Greek government have fallen on deaf ears."
EL_122	6	Secretary of the Government Mr.
EL_122	7	Gregory Demetriades not only appeared despite the opposition's cries to the contrary, but answered all the questions put to him, without invoking confidentiality, as some had anticipated.
EL_122	8	He also stressed that he had never visited the KETYAK, that he did not know any group from it, nor any persons, and that his cooperation was with the commander of the NIS and Kontoleon and little or no cooperation with other persons.
EL_122	9	He clarified that he has never dealt with malicious software and that under the government of the Southwest there has never been a purchase, supply or use of such software by state agencies.
EL_122	10	He made it clear in every way that the Prime Minister knew nothing about the legal connection of Nikos Androulakis.
EL_122	11	Asked about the extent of his daily involvement in the NIS issues, he stressed that it was absolutely necessary from his position.
EL_122	12	He noted that malware is a global problem that is also a concern for the Commission.
EL_122	13	At the same time, he stressed that he does not know and has nothing to do with the companies Krikel and Intellexa, recalling that the former came to Greece during the ministry of Mr.
EL_122	14	"Toskas with whom he signed the relevant contract""."
EL_122	15	"The same sources of the Southwest noted that ""and from today's hearing of Mr."
EL_122	16	"Demetriades made it clear, as acknowledged before the Commission and part of the opposition, that there is absolutely no link between the Greek state and the Predator malware""."
EL_122	17	SYRIZA: The New Democracy maintained the omertà.
EL_122	18	"""The Southwest, which claims that the opposition is deliberately cultivating a toxic climate, has today followed the exact opposite tactic with its announcements and leaks."
EL_122	19	"It basically maintained the climate of the omertà and made clear its intention not to shed light on the wiretapping scandal, the interconnection and Predator and the very real responsibilities of the Prime Minister himself for both the scandal and its cover-up,"" said SYRIZA rapporteur George Katrougalos in his statements after the conclusion of the meeting of the Committee on Institutions and Transparency."
EL_122	20	"""The very association by the majority of the Commission of the private individuals who were called to the hearing, and as you know it is now a given that they are linked to the Predator software with the NSA, which was the basis of the Commission's decision to keep the meeting secret, I think it is the best confession on the part of the government that the NSA and Predator were in a joint surveillance center."
EL_122	21	"From then on, the answers given in no way covered the very real facts and especially the revelations that the journalistic investigation has brought to light,"" he added."
EL_122	22	Katrougalos.
EL_122	23	"Asked by a journalist ""whether Mr Demetriades answered the questions"", Mr Katrougalos said that ""he gave answers that were very vague and not specific in my opinion""."
EL_122	24	PASOK-KINAL: All in the dark and not in the light for the government.
EL_122	25	"""It was clear from the very first moment that the government wants to keep illegal actions such as the violation of the confidentiality of communications in total darkness."
EL_122	26	"Illegal actions that are either attributable to government agencies or private individuals."" PASOK-KINAL rapporteur Harris Kastanidis said after the conclusion of the meeting of the Committee on Institutions and Transparency, adding: ""Today it has reached the height of its glory."
EL_122	27	He denied publicity of the meeting.
EL_122	28	He denied forcibly bringing private individuals who failed in their duty to appear before the Committee on Institutional Affairs and Transparency.
EL_122	29	And he did this in a way that was absolutely humiliating for the Committee on Institutional Affairs and Transparency and the Parliament itself.
EL_122	30	And with a cannibalism of legal science that does not stand up to elementary practice.
EL_122	31	"So it's all darkness and no light for the government."""
EL_125	1	First Balkan War: How the liberation of the unredeemed Hellenism began
EL_125	2	"As George Ventiris writes in his monumental historical work ""HELLAS OF 1910-1920"", published by ""ELEFTHERON VIMA"" in January 1931:"
EL_125	3	"""A lawyer for twenty-five years, Venizelos wrote in the newspaper ""White Mountains"" of Chania in favour of the cooperation of the Balkan Christians."
EL_125	4	Later he consulted the patriarchate to satisfy the Serbian demands on the question of the appointment of bishops.
EL_125	5	"His friends heard him say in Thérison that only the Balkan coalition would solve the Eastern problem"" On the road to war."
EL_125	6	"The crushing of the Greeks by the Turks, in the so-called ""Unfortunate War"" of 1897, had severely damaged the morale of the Greeks."
EL_125	7	In 1908, the outbreak of the Young Turk Movement, despite initial expectations to the contrary, led to the persecution of the Christian populations of the Balkans.
EL_125	8	"In 1909 the ""Goudi Movement"" brought Eleftherios Venizelos at the helm of the country and the necessary restructuring of the Greek army."
EL_125	9	In the next two years, Greece's war preparations proceeded.
EL_125	10	"The Ottoman Empire, ""the great patient"", was clearly collapsing in the Balkans."
EL_125	11	But this did not mean that Greece was in a position to act without allies.
EL_125	12	"""However strong Greece might become, she could not fight a duel with Turkey."
EL_125	13	It had to sacrifice part of its national aspirations for the sake of the other Christian states of the peninsula.
EL_125	14	"Only then would he not see them as entirely futile"".At Easter 1911, Prime Minister Venizelos was on an excursion to Pelion, having as his guest James David Bowercher, correspondent of the Times of London and diplomatically very active in Balkan affairs."
EL_125	15	"Through Bowser, therefore, Venizelos sent the following message to the Bulgarian government: ""However great the differences between Greece and Bulgaria may be, they should not be considered insurmountable."
EL_125	16	Their compatriots in Macedonia were in danger of extermination by the Young Turks.
EL_125	17	"In their common interest, the two states must come to an understanding as soon as possible."""
EL_125	18	About a year later, on 3 March 1912, Serbia and Bulgaria put aside (albeit temporarily) their differences and signed a secret pact that provided for a joint attack against the Ottoman Empire in case the interests of one or the other country were threatened.
EL_125	19	On 29 May 1912 a secret agreement was signed between Greece and Bulgaria, with both sides agreeing that each would support the other in case of a Turkish attack.
EL_125	20	In August 1912, Bulgaria and Serbia declare to Greece that they are determined to go to war against the Ottoman Empire.
EL_125	21	Athens is called upon to decide whether to participate in the war or not.
EL_125	22	"At the end of August Venizelos declares to the cabinet: ""Our treaty with Bulgaria is defensive."
EL_125	23	We are therefore not obliged to fight.
EL_125	24	But Bulgaria and Serbia decided to take part.
EL_125	25	If we remain neutral, one of two things will happen: 'Either the Slavic states will win and Greece will remain in Melunan forever.
EL_125	26	"Thessaly, the border between Greece and the Ottoman Empire, before the Balkan Wars). ""Or Turkey wins and Hellenism is lost forever."
EL_125	27	Let us leave that, in the second case, Russia will consider us traitors to the Christian idea.
EL_125	28	"I think we should also act without a distribution agreement."""
EL_125	29	"At the same time, however, Venizelos asks the Greek diplomats to negotiate with the Bulgarian side on ""territorial issues and benefits, which each state will demand after the conclusion of peace"".In September 1912, Turkey makes a surprise move: ""On 14 September 1912, Turkey suddenly announced the recruitment of the military corps of Thrace. (...) The governments of Sofia, Belgrade and Montenegro declared a general conscription by agreement."" In those days, shortly before the outbreak of the First Balkan War, Eleftherios Venizelos was full of confidence."
EL_125	30	He says to King George I.
EL_125	31	"""Your Majesty!"
EL_125	32	The nation is ready and is helped by allies.
EL_125	33	We will win.
EL_125	34	After fifteen days we shall be at Thessalonica.
EL_125	35	"In a little while we shall have the fifty years of your reign, and we shall celebrate it with a Greece twice as large as the present one."""
EL_125	36	It is the end of September 1912.
EL_125	37	We are in the last 24 hours before the war begins.
EL_127	1	Coronavirus: concern about a new wave in Europe
EL_127	2	A new wave of covid-19 is looming in Europe as the weather cools down, with public health experts warning that vaccine fatigue and confusion about the different types of vaccines on offer may limit the number of people receiving a booster dose.
EL_127	3	The Omicron B4/5 subvariants that dominated the summer still account for the majority of cases, but newer Omicron subvariants are gaining ground.
EL_127	4	Hundreds of new Omicron strains are being identified by scientists, World Health Organization (WHO) officials announced this week.
EL_127	5	The official figures.
EL_127	6	Figures released by the WHO late Wednesday showed that the number of cases in the EU reached 1.5 million last week, an 8% increase on the week of 19-25 September, despite a dramatic drop in testing.
EL_127	7	Globally, the number of cases continues to decline.
EL_127	8	The number of hospitalisations in many of the 27 EU countries and Britain has also increased in recent weeks.
EL_127	9	In the week ending 4 October, hospital admissions with covid-19 symptoms increased by almost 32% in Italy, while admissions to intensive care units increased by 21% compared to the previous week, according to data from the independent scientific foundation Gimbe.
EL_127	10	During the same week, hospitalisations due to covid-19 in Britain increased by 45% compared to the previous week.
EL_127	11	The desire for vaccinations is reduced.
EL_127	12	The covid vaccines adapted to the Omicron substrains B1 and B4/5 are available in Europe from September, along with the first generation vaccines.
EL_127	13	In the UK, only vaccines for B1 have been approved.
EL_127	14	In addition, European and British authorities recommend these vaccines as booster doses only for specific groups, such as the elderly and immunocompromised.
EL_127	15	"Things are further complicated as there is a ""choice"" of vaccine that can be given as a booster dose."
EL_127	16	But also the willingness of citizens to get vaccinated once again, a fourth or even a fifth time for some, is decreasing.
EL_127	17	"""For those who may be less concerned about the risks they face, the message that the pandemic is over combined with the absence of a major awareness campaign may reduce the vaccination rate,"" commented Martin McKee, professor of European public health at the London School of Hygiene and Tropical Medicine."
EL_127	18	The wrong reasoning.
EL_127	19	"""So I'm concerned that the vaccination rate will be much lower,"" he added."
EL_127	20	"""Another element of confusion is that quite a large part of the population has been infected with covid in recent months,"" noted Penny Ward, professor of pharmacology at King's College."
EL_127	21	Some people may mistakenly believe that if they have completed their basic vaccination and then become sick with covid, they are immune, he explained.
EL_127	22	Since 5 September, when the new vaccines became available in the EU, around 40 million doses have been made available by Pfizer/BioNTech and Moderna in member countries, according to data from the European Centre for Disease Prevention and Control (ECDC).
EL_127	23	However, the weekly number of weekly instalments granted in the EU ranged between one and 1.4 million in September, compared to between 6-10 million per week at the same time last year.
EL_127	24	False sense of security.
EL_127	25	Perhaps the biggest challenge is to counter the perception that the pandemic is over, which creates a false sense of security.
EL_127	26	The Gimbe Foundation complained that the Italian government, which will soon change, has not prepared properly for the autumn and winter period and stressed that the publication of a report on the government's management of the pandemic has been blocked.
EL_127	27	Meanwhile British officials warned last week that the emergence of flu and rising cases of covid-19 were already putting pressure on the public health system.
EL_143	1	When the Turkish attachés attended the activation of the S-300 in the...
EL_143	2	Turkey's reaction to the alleged activation of the S-300 system (23 August 2022) is very big, since it claims a simultaneous blocking of the Greek radar of Turkish F-16 aircraft west of Rhodes, an issue that has been reported to NATO.
EL_143	3	Invited by the FES.
EL_143	4	Almost 9 years ago, on December 13, 2013, an exercise took place in Crete during which the S-300 anti-aircraft system of our country's Armed Forces was activated on a trial basis, reveals Lt.
EL_143	5	Lazaros Kabouridis.
EL_143	6	See also Analysis: Turkey is building a private army in the footsteps of Russia.
EL_143	7	The exercise and the activation of the S-300 system were then attended by observer officers from NATO countries, invited by the Greek General Staff, as well as defence, military, naval and air attachés from other countries, who were stationed in Athens.
EL_143	8	This would have been of no significance at the present time, if the Turkish Defence Attaché, stationed at the Turkish Embassy in Athens, accompanied by his country's naval attaché, had not been present at the observatory of the exercise.
EL_143	9	When the two Turkish attachés received the approval of the Turkish General Staff to attend the exercise, they knew that the activation of the Greek S-300 system would be part of the exercise.
EL_143	10	They were aware of the activation of the S-300.
EL_143	11	The presence of foreign defence attachés in activities such as the aforementioned exercise carries a symbolism and certainly requires the approval of their staff since it should not be contrary to the interests and policies of their country.
EL_143	12	The then Turkish Defence Attaché and naval attaché at the exercise's observatory/Crete, 13/12/2013 ( i.e., at that time the Turkish General Staff, while knowing about the activation of the Greek S-300 system, approved the presence of the two Turkish attachés at the exercise's observatory, who also watched the activation of the system.
